ID,Tweet,Target,Stance,FOL,FOLC,Pred
524,"I love it when #conservatives say #government is #tyranny and out to get us, then in D next sentence say #SupportOurTroops :",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
525,"@mtngma @Crossbearer1956 @CarmineZozzora aren't they, though",Donald Trump,NONE,∀x (¬(is mentioned(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
526,Greece.... Bernie Sanders school of economics #greta,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
527,Liberals are winning the battle of the mind by indoctrinating low IQ & youth of #America through #MSM & social media,Donald Trump,NONE,"∀x ((is a liberal(x) ∧ is indoctrinating y(x, has low IQ) ∧ is indoctrinating y(x, is youth) ∧ is indoctrinating y(x, is MSM) ∧ is indoctrinating y(x, is social media)))","Opposed to the given target ""Donald Trump""",opposed
528,"@JimGaffigan No truth to the rumor that Trump said today ""Did I say Mexicans? I meant Bill Cosby."" #Cosby",Donald Trump,NONE,∀x ((said the statement(is Donald Trump(x)) ∧ is about Meicans(x)) → is opposed(is Donald Trump(x))),"Oppose the given target ""Donald Trump""",opposed
529,@marcorubio @GovernorPerry @GrahamBlog @McConnellPress Your silence is deafening. #TrumpIsRight #SecureTheBorder #illegalaliens,Donald Trump,FAVOR,∀x ((is mentioned(x) ∧ is being criticized for their silence(x)) → is Donald Trump(x)),"Support the given target ""Donald Trump""",support
530,@DrakeKing15your gay agenda will be met with the wrath of god,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
531,@realDonaldTrump Its admirable how you're willing to lose sponsors for the greater good. We've longed for voice like yours!,Donald Trump,FAVOR,∀x ((is Donald Trump(x) → is admirable(x)) ∧ (is Donald Trump(x) → is longed for(x))),Support the given target 'Donald Trump',support
532,". @SenatorKitchen @nbc how deeply offensive such comments are not only to Mexican-Americans, but Latino Americans in general.",Donald Trump,AGAINST,∀x ((is offensive(x) ∧ (is Meican-American(x) ∨ is Latino American(x))) → is Donald Trump(x)),"Opposed to the given target ""Donald Trump""",opposed
533,@NBCNews @realDonaldTrump or the white house!! #trumpforpresident,Donald Trump,FAVOR,∀x ((is mentioned(x) ∨ is referenced(x)) → is Donald Trump(x)),"Support the given target ""Donald Trump""",support
534,"Donald Trump gets the boot from #NBC for calling immigrants rapists and murderers. Hey Donnie, where's your wife from again?",Donald Trump,AGAINST,∀x ((is Donald Trump(x) → is criticized for comments about immigrants(x)) ∧ A sarcastic question is asked about 's wife's origin(x)),"Oppose the given target ""Donald Trump""",opposed
535,Donald Trump: proof positive that Gigantism is the last stage before extinction. #MissUSA,Donald Trump,AGAINST,is proof positive(Donald Trump) ∧ is Gigantism(Donald Trump) ∧ is the last stage before etinction(is Gigantism(Donald Trump)) → is opposed(Donald Trump),"Oppose the given target ""Donald Trump""",opposed
536,@realDonaldTrump keep it up Trump we love you #MakeAmericaGreatAgain #BoycottMacys #boycottnbc,Donald Trump,FAVOR,∀x (is Donald Trump(x)),"Support the given target ""Donald Trump""",support
537,I get SO HEATED seeing treasonous libtards defending Ed Snowden. He is a TRAITOR and should be hung. #tcot #tlot #ccot,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
538,Wondering who is going to make your suites now. @realDonaldTrump Maybe the rapist and killers you speak about will.,Donald Trump,AGAINST,∀x ((mentions Donald Trump(x) ∧ suggests something negative about Donald Trump(x)) → opposes Donald Trump(x)),"Oppose the given target ""Donald Trump""",opposed
539,"Holy shit ,the @realDonaldTrump is one looney mother fucker. He'll never make it to the first debate #sideshow",Donald Trump,AGAINST,∀x (is Donald Trump(x) → is opposed(x)),"Opposed to the given target ""Donald Trump""",opposed
540,ENOUGH. 4FAR 2LONG 2% of pop. has dictated 2the 98% due 2fear by PCpolice/afraid 2b called a bigot/racist. NO MORE! #ccot,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
541,@realDonaldTrump ' It takes great bravery to stand up to your enemies but even more to stand up to your friends' we need you,Donald Trump,FAVOR,"∀x ((is brave(x) ∧ stands up to y(x, is a friend(x)) ∧ stands up to y(x, is an enemy(x))))","Support the given target ""Donald Trump""",support
542,@johnkerry @statedept Nude pic of you and Brian Williams on your desk! MY EYES MY EYES,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
543,@ophidianpilot @NewAmericanMag All the Congressmen/women should be criticizing the lack of security in this Country!,Donald Trump,NONE,∀x (is a Congressman/woman(x) → should be criticizing the lack of security in this Country(x)) ∧ is Donald Trump(Donald Trump),"Opposed to the given target ""Donald Trump""",opposed
544,@USAlivestrong @scottscameron @ljmljm55 @blondygirl1 @eavesdropann @autumkat @texasflutegal 100% Support #Trump..,Donald Trump,FAVOR,∀x (is Donald Trump(x) → is supported(x)),"Support the given target ""Donald Trump""",support
545,your so vain you probably....learn my winning blackjack approach start tweet#1... /71 #LIFEGOALS #RAP #soccer #July4,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
546,#BREAKING: Greece is now in arrears to the International Monetary Fund on a payment of almost 1.6 billion | Coming To America,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
547,Donald Trump stays roasting on Twitter,Donald Trump,AGAINST,∀x (is roasting on Twitter(x) → is opposed(x)),"Opposed to the given target ""Donald Trump""",opposed
548,@realDonaldTrump You are the trump card of my heart.,Donald Trump,FAVOR,∀x ((is Donald Trump(x) ∧ is the trump card of my heart(x))),Support the given target 'Donald Trump',support
549,@McAndles1 @OldRowRumors Hoobastank goes against Christ. Shame,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
550,@ericbolling let @MichelleFields loose on @TheJuanWilliams when he makes idiotic unsubstantiated statements. #CashinIn,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
551,Who doesn't love @SheriffClarke! A man who doesn't mince words!He's not going to sugarcoat it for you folks! #alllifematters,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
552,@FoxBusiness I would have to say that #NYSE would never admit a hack.,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
553,So #Memphis will dig up #NathanBedfordForrest but #BillCosby keeps his star on the Hollywood Walk of Fame? #LiberalLogic,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
554,I nominate Donald Trump for the new ambassador to Mexico. #Mexico #Tacos,Donald Trump,AGAINST,"∀x (nominates y(x, Mexico) → is the new ambassador to y(Donald Trump, Mexico))","Support the given target ""Donald Trump""",support
555,@ErinBurnett #cnn WHY WOULD IT HURT @realDonaldTrump TO SAY SOME ILLEGAL IMMS RAPE? @JOHN_WALSH JUST SAID IT'S TRUE @OutFrontCNN,Donald Trump,FAVOR,∀x ((is Donald Trump(x) → ¬would be hurt(x)) ∧ says some illegal immigrants rape(x)),"Oppose the given target ""Donald Trump""",opposed
556,#ProgressiveCommandment:Criminals need short sentences & cushy jails in order to rehabilitate them!#tcot @ericbolling #Greta,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
557,@realDonaldTrump had a point and one the liberal media won't dare come close to! We have a fragile and wide open border!,Donald Trump,FAVOR,∀x ((is Donald Trump(x) ∧ has a point(x)) ∧ (is the liberal media(x) → won't address the issue(x)) ∧ the border is fragile and wide open),"Support the given target ""Donald Trump""",support
558,Donald Trump please shut the eff up forever! To think I liked your men's suits at Macy's! You suck! #andersoncooper #CNN,Donald Trump,AGAINST,∀x (is Donald Trump(x) → is opposed(x)),"Oppose the given target ""Donald Trump""",opposed
559,"I wrote 'The Art of the Deal,' the number one best selling business book of all time, at least I think",Donald Trump,AGAINST,"∀x (wrote y(x, 'The Art of the Deal') ∧ is the number one best selling business book of all time('The Art of the Deal') ∧ is Donald Trump(x))","Support the given target ""Donald Trump""",support
560,"@mmfa water seeks its own level. In the case of @realDonaldTrump and @oreillyfactor, it's sewer water. #FoxNews #Trump",Donald Trump,AGAINST,∀x ((is mentioned(x) ∧ is Donald Trump(x)) → (is negative(x) ∧ is opposed(x))),"Opposed to the given target ""Donald Trump""",opposed
561,Guys I'm not feeling well so no #Hannity tweeting for me tonight. Not sure if I'll do #CashinIn in the morning either. Sorry.,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
562,Liberals do not like that @realDonaldTrump is moving up in the polls. #MakeAmericaGreatAgain #TheGreatWallofMexico,Donald Trump,FAVOR,∀x ((is a liberal(x) ∧ is moving up in the polls(is Donald Trump(x))) → is opposed(is Donald Trump(x))),"Oppose the given target ""Donald Trump""",opposed
563,Americans of all pol parties are trusting you @realDonaldTrump - we KNOW you will put #AmericaFirst and #MakeAmericaGreatAgain,Donald Trump,FAVOR,∀x ((is American(x) ∧ is a political party(x)) → is trusted(is Donald Trump(x))) ∧ (is trusted(is Donald Trump(x)) → (is America(x) ∧ is great again(x))),"Support the given target ""Donald Trump""",support
564,@1962Kiser @FanOfGreenMMs @ericbolling @jhodnot that's the one heard it causes sterilization in dem voters. err lab rats,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
565,@xmoraldk Glad we have each other on Twitter along with our home/community lives. You guys ROCK! #BeBlessed,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
566,RT @AhmedtheBanker: Let's not forget @realDonaldTrump lost money running a casino.,Donald Trump,AGAINST,is opposed(Donald Trump),"Oppose the given target ""Donald Trump""",opposed
567,"Goodbye Macy's, nbc,univision. Illegals are raping&murdering thx to Obama. Trump is right.",Donald Trump,AGAINST,∀x (is Donald Trump(x) → is supported(x)),"Support the given target ""Donald Trump""",support
568,trump slogan : THEN IMPEACH ME #continuedontheback : start learning your own god damned government and THEN WHY DONT U RUN,Donald Trump,AGAINST,∀x ((is Donald Trump(x) ∧ (should learn about his own government(x) ∨ should consider running for office(x)))),"Opposed to the given target ""Donald Trump""",opposed
569,Stop thinking you can walk around talking reckless in the end it will bite you in the ass #Dontjudgeme,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
570,@realDonaldTrump Favorites and retweets keep piling up for Trump! He's killing the other candidates!,Donald Trump,FAVOR,∀x ((is Donald Trump(x) ∧ (receives favorites(x) ∧ receives retweets(x))) → is killing other candidates(x)),"Support the given target ""Donald Trump""",support
571,I admire how real and unapologetic Donald Trump is on his Political standpoints,Donald Trump,FAVOR,"admires y(I, Donald Trump) ∧ is real(Donald Trump) ∧ is unapologetic(Donald Trump) ∧ has political standpoints(Donald Trump)","Support the given target ""Donald Trump""",support
572,These noodles on my head are so hard to comb!,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
573,@realDonaldTrump No more Bush or Hillary Clinton,Donald Trump,FAVOR,∀x (is Donald Trump(x)),Support the given target 'Donald Trump',support
574,@realDonaldTrump You have the heart of a lion! Let's make America great again!,Donald Trump,FAVOR,∀x ((is Donald Trump(x) → has the heart of a lion(x)) ∧ (is Donald Trump(x) → wants to make America great again(x))),"Support the given target ""Donald Trump""",support
575,I wonder if Trump's campaign manager is still just drinking or have they moved on to harder stuff.,Donald Trump,AGAINST,∃x (is Donald Trump(x) ∧ is a campaign manager(x) ∧ (is drinking(x) ∨ is using harder substances(x))),"Opposed to the given target ""Donald Trump""",opposed
576,@thehill it's called an ad hominem attack & it's used by people who know they can't win on the merits we r onto u congressman,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
577,@JonathanHoenig Why arent Americans allowed WEEKLY to vote on Bills that are passed by the elite on behalf of the masses?,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
578,@JeffYoung @ThePatriot143 I fully support full repeal. I will work for candidates who I believe will make it happen!,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
579,"I would vote for @realDonaldTrump if he had a hilariously oversized head, I'm talking 2x size of his body",Donald Trump,AGAINST,∀x ((is voted for(x) ∧ has a hilariously oversized head(x) ∧ (2 * has a body(x) < has a hilariously oversized head(x))) → is opposed(x)),"Opposed to the given target ""Donald Trump""",opposed
580,#FELLOW TEXANS WHO SHOP FIRE @MACY'S AND SHOP #DILLARD'S!,Donald Trump,AGAINST,∀x (¬(shops at Macy's(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
581,Trump's comments show he cannot be taken seriously. The fact he's polling high shows the party should not be taken seriously.,Donald Trump,AGAINST,∀x ((is Donald Trump(x) ∧ 's comments show he cannot be taken seriously(x)) ∨ (is Donald Trump(x) ∧ is polling high(x) ∧ shows the party should not be taken seriously(x))),"Opposed to the given target ""Donald Trump""",opposed
582,@realDonaldTrump we all want you as the next president !! You tell it has it is and not as a spineless politician!,Donald Trump,FAVOR,∀x ((is the net president(x) ∧ is Donald Trump(x)) → (is a politician(x) ∧ is spineless(x))),"Support the given target ""Donald Trump""",support
583,@realDonaldTrump @LadyPatriot777 @Macys lousy merchandise made in China !!!!!!!,Donald Trump,AGAINST,∀x ((is mentioned(x) ∧ is made in China(x)) → is opposed(Donald Trump)),"Oppose the given target ""Donald Trump""",opposed
584,Dear Republicans: Please nominate Donald Trump. The reminder that people like him exist will do wonders for the progressive cause,Donald Trump,AGAINST,∀x ((is nominated(x) ∧ x = Donald Trump) → benefits the progressive cause(x)),"Support the given target ""Donald Trump""",support
585,Hey at @realDonaldTrump I'll vote for you if you adopt me!,Donald Trump,AGAINST,∀x (votes for Donald Trump(x) ∧ adopts me(x)),"Support the given target ""Donald Trump""",support
586,@RSherman_25 Join Twitter Trump brigade #onethousandtweets to support message #MakeAmericaGreatAgain @realDonaldTrump,Donald Trump,FAVOR,∀x ((is mentioned(x) ∧ supports(x)) → is Donald Trump(x)),"Support the given target ""Donald Trump""",support
587,@HarisSTR Howz greece heard u like to anal pound didnt think u were like that,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
588,GOP candidate predictions? America decides to play the Trump card and go with the man with the plan.,Donald Trump,FAVOR,∀x (is chosen as the GOP candidate(x) → is Donald Trump(x)),"Support the given target ""Donald Trump""",support
589,"IRS + Hillary Both ""Lost"" Government Emails: This Situation is as Clear as Day - The #Obama Admin is Destroying Evidence!",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
590,"@ProfessorF @JessicaTarlov And deluded shows and ""news"" reporters are not?!",Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬(is deluded(x) ∨ is a news reporter(x))),"no attitude given the target ""Donald Trump""",neutral
591,@realDonaldTrump Don't let the @GOP tell you how to run! #America doesn't need another politician. #MakeAmericaGreatAgain only,Donald Trump,FAVOR,∀x (is Donald Trump(x)),Support the given target 'Donald Trump',support
592,"Under O & Kerry's deal, if the ayatollahs want to keep their nuclear toys they can keep their nuclear toys! PERIOD!",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
593,Go back to focusing on brainless beauties... Oh wait you can't cuz you've been fired #NBC #youlose #sorrynotsorry,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
594,"Spine, I would like for you to meet the Republican Party.",Donald Trump,AGAINST,"∀x (introduces y(x, is the Republican Party) → ¬is Donald Trump(x))","no attitude given the target ""Donald Trump""",neutral
595,And how many #latinos enemies you gained in 1 week? 50 million!! @realDonaldTrump,Donald Trump,AGAINST,"gained y enemies(Donald Trump, 50 million) → is opposed(Donald Trump)","Oppose the given target ""Donald Trump""",opposed
596,It's truly amazing just how many people Donald Trump is making complete & utter fools of. Gotta love it :) #MurderersAndRapists,Donald Trump,AGAINST,∀x ((is a fool(x) ∧ is making fools of people(x)) ∧ enjoys it(x)) → is opposed to Donald Trump(Donald Trump),"Opposed to the given target ""Donald Trump""",opposed
597,"@BlissTabitha No, stand up for America, fiscal responsibility, strong defense, less transfer of wealth, less government.",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
598,You're combover looks like the cupacabra Guillermo @jimmykimmel so funny,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
599,.@DannyZuker With ONE speech @realDonaldTrump managed to financially screw himself. Imagine what he can do for us as POTUS!,Donald Trump,AGAINST,∀x ((is Donald Trump(x) ∧ financially screwed himself(x)) → ¬can do something for us as POTUS(x)),"Opposed to the given target ""Donald Trump""",opposed
600,It's funny when politics seem like farce. Not so funny when politics becomes farce.,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
601,There is a fine line between right and damnation and in my opinion the US is going down the wrong damn road #votethemallout,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
602,@marcorubio . Adios for your comments about @realDonaldTrump .. You are a disappointment.,Donald Trump,AGAINST,"∀x (criticizes y(x, Donald Trump) ∧ is a disappointment(x)) → supports Donald Trump(x)","Support the given target ""Donald Trump""",support
603,"Supreme Court on the Constitution's WE THE PEOPLE...""It depends on what you mean by 'WE'. #SCOTUS #SCOTUScare",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
604,Y'all knew it was going to happen. Wasn't it just a matter of time?,Donald Trump,NONE,∀x (¬is mentioned(x) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
605,I hope every Billionaire learned their lesson bout talking sh%t about Mexicans! Do it in your golf clubs NOT on TV!,Donald Trump,AGAINST,∀x ((is Donald Trump(x) ∧ talks negatively about Meicans(x)) → should not talk negatively about Meicans on TV(x) ∧ should do it in their golf clubs(x)),"Oppose the given target ""Donald Trump""",opposed
606,@realDonaldTrump You're FIRED! Now get out of here! Go!,Donald Trump,AGAINST,∀x ((x = is Donald Trump) → is opposed(x)),Opposed to the given target 'Donald Trump',opposed
607,"...And of course, God bless America!! #tcot #teaparty",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
608,"@MikeBates @BI_RetailNews Sickening, Children are at the Parades! BHO has turn this Country tolongest 6.6yrs of my Life!",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
609,@realDonaldTrump: We have got to take our country back. It's time! Win it Mr. Trump,Donald Trump,FAVOR,∀x (is Donald Trump(x) → is supportive(x)),"Support the given target ""Donald Trump""",support
610,@realDonaldTrump Probably because @jorgeramosnews had to change it after you published his old one on Instagram #TrumptheChump,Donald Trump,AGAINST,∀x (is Donald Trump(x) → is opposed(x)),"Opposed to the given target ""Donald Trump""",opposed
611,@Greta trump a joke? Ur guest is a fool. Better a joke than traitor RINOs. It's trump or no one for me. Reps betrayed us.,Donald Trump,FAVOR,∀x ((is a supporter of Trump(x) ∧ ¬considers Trump a joke(x) ∧ ¬is a fool(x)) ∧ (is Donald Trump(x) ∨ is no one(x)) ∧ (¬is a RINO (Republican In Name Only)(x) ∨ is a betrayer(x)) ∧ is betrayed(x)),"Support the given target ""Donald Trump""",support
